elapsed_seconds,used_gib,stage
0.0011341050267219543,0.612548828125,startup
0.05139936995692551,0.612548828125,startup
0.10155903291888535,0.612548828125,startup
0.15168801799882203,0.612548828125,startup
0.20181528793182224,0.612548828125,startup
0.2519372469978407,0.612548828125,startup
0.3020182109903544,0.612548828125,startup
0.3521336209960282,0.612548828125,startup
0.4022509700153023,0.612548828125,startup
0.4523649619659409,0.612548828125,startup
0.5025003629270941,0.612548828125,startup
0.5527048379881307,0.612548828125,startup
0.6030235359212384,0.612548828125,startup
0.6571946030016989,0.612548828125,startup
0.7078637819504365,0.612548828125,startup
0.7587680079741403,0.612548828125,startup
0.8102413569577038,0.612548828125,startup
0.8890446280129254,0.612548828125,startup
0.9409032029798254,0.612548828125,startup
0.9916800450300798,0.612548828125,startup
1.0423440969316289,0.612548828125,startup
1.0926763359457254,0.612548828125,startup
1.1493554699700326,0.612548828125,startup
1.2161659830017015,0.612548828125,startup
1.267748566926457,0.612548828125,startup
1.3180964359780774,0.612548828125,startup
1.3712299619801342,0.612548828125,startup
1.4224680919433013,0.612548828125,startup
1.4726926219882444,0.612548828125,startup
1.5238622579490766,0.612548828125,startup
1.5744627310195938,0.612548828125,startup
1.624804719001986,0.612548828125,startup
1.6750388169893995,0.612548828125,startup
1.7347381379222497,0.612548828125,startup
1.7848913569469005,0.612548828125,startup
1.8350170749472454,0.612548828125,startup
1.8953528439160436,0.612548828125,startup
1.964278609957546,0.612548828125,startup
2.0297446770127863,0.612548828125,startup
2.0870055690174922,0.612548828125,startup
2.229164961958304,0.612548828125,startup
2.2947208390105516,0.612548828125,startup
2.36032310500741,0.612548828125,startup
2.4796336829895154,0.612548828125,startup
2.545048246975057,0.612548828125,startup
2.61046636197716,0.612548828125,startup
2.6758794939378276,0.612548828125,startup
2.7311474030138925,0.612548828125,startup
2.792052828008309,0.612548828125,startup
2.8465571249835193,0.612548828125,startup
2.897191551979631,0.612548828125,startup
2.9474426999222487,0.612548828125,startup
2.9983748429222032,0.612548828125,startup
3.048975685960613,0.612548828125,startup
3.0994814379373565,0.612548828125,startup
3.1506538440007716,0.612548828125,startup
3.2009385030250996,0.612548828125,startup
3.2513208970194682,0.612548828125,startup
3.3018715099897236,0.612548828125,startup
3.3522227390203625,0.612548828125,startup
3.4126003499841318,0.612548828125,startup
3.4779896029504016,0.612548828125,startup
3.5389880639268085,0.612548828125,startup
