elapsed_seconds,used_gib,stage
0.0009734620107337832,0.612548828125,startup
0.05137722892686725,0.612548828125,startup
0.1037031669402495,0.612548828125,startup
0.1544193079462275,0.612548828125,startup
0.2104747409466654,0.612548828125,startup
0.26450750895310193,0.612548828125,startup
0.31475378293544054,0.612548828125,startup
0.38034691102802753,0.612548828125,startup
0.4470468289218843,0.612548828125,startup
0.49740362202282995,0.612548828125,startup
0.5486969789490104,0.612548828125,startup
0.5991827360121533,0.612548828125,startup
0.6594944950193167,0.612548828125,startup
0.7152783719357103,0.612548828125,startup
0.7658417379716411,0.612548828125,startup
0.8165532449493185,0.612548828125,startup
0.8768401959678158,0.612548828125,startup
0.9272357990266755,0.612548828125,startup
0.9773837620159611,0.612548828125,startup
1.0285372409271076,0.612548828125,startup
1.0790984319755808,0.612548828125,startup
1.1365372779546306,0.612548828125,startup
1.1867747409269214,0.612548828125,startup
1.2398706920212135,0.612548828125,startup
1.290008149924688,0.612548828125,startup
1.3722174069844186,0.612548828125,startup
1.4231249169679359,0.612548828125,startup
1.473259040969424,0.612548828125,startup
1.5239950369577855,0.612548828125,startup
1.574566908995621,0.612548828125,startup
1.634864826919511,0.612548828125,startup
1.6989081709180027,0.612548828125,startup
1.756849278928712,0.612548828125,startup
1.8620577949332073,0.612548828125,startup
2.0006937539437786,0.612548828125,startup
2.0662474769633263,0.612548828125,startup
2.130412010010332,0.612548828125,startup
2.1841811549384147,0.612548828125,startup
2.2344384719617665,0.612548828125,startup
2.2850704489974305,0.612548828125,startup
2.3352318309480324,0.612548828125,startup
2.385720998980105,0.612548828125,startup
2.4361098259687424,0.612548828125,startup
2.486465203925036,0.612548828125,startup
2.5417609029682353,0.612548828125,startup
2.600125649943948,0.612548828125,startup
2.652651147916913,0.612548828125,startup
2.703017410938628,0.612548828125,startup
2.754169038962573,0.612548828125,startup
2.8126026899553835,0.612548828125,startup
2.863574275979772,0.612548828125,startup
2.914231622009538,0.612548828125,startup
2.964881827007048,0.612548828125,startup
3.015147059923038,0.612548828125,startup
3.0657011079601943,0.612548828125,startup
3.116160998935811,0.612548828125,startup
3.1665968670276925,0.612548828125,startup
3.3044243549229577,0.612548828125,startup
3.3545809099450707,0.612548828125,startup
3.4053056170232594,0.612548828125,startup
3.4578406770015135,0.612548828125,startup
3.508418563986197,0.612548828125,startup
3.558748072013259,0.612548828125,startup
3.6107949059223756,0.612548828125,startup
3.6680663629667833,0.612548828125,startup
3.7185051299165934,0.612548828125,startup
3.7690261530224234,0.612548828125,startup
3.8194580880226567,0.612548828125,startup
3.872175580007024,0.612548828125,startup
3.922462463960983,0.612548828125,startup
3.9727404370205477,0.612548828125,startup
4.0228791509289294,0.612548828125,startup
4.073051783023402,0.612548828125,startup
4.123169456957839,0.612548828125,startup
4.173293962026946,0.612548828125,startup
4.2234060959890485,0.612548828125,startup
4.273517978959717,0.612548828125,startup
4.323630762984976,0.612548828125,startup
4.373738577007316,0.612548828125,startup
4.423850751016289,0.612548828125,startup
4.473962869029492,0.612548828125,startup
4.531058875960298,0.62847900390625,startup
4.581188350915909,0.64312744140625,startup
4.6313279590103775,1.06695556640625,load_complete_pipeline
4.681704774964601,1.06695556640625,load_complete_pipeline
4.7324359429767355,1.06695556640625,load_complete_pipeline
4.783389544929378,1.06695556640625,load_complete_pipeline
4.83379955496639,1.06695556640625,load_complete_pipeline
4.883929703966714,1.06695556640625,load_complete_pipeline
4.9347790939500555,1.06695556640625,load_complete_pipeline
4.985231652972288,1.06695556640625,load_complete_pipeline
5.035383231006563,1.06695556640625,load_complete_pipeline
5.086090879980475,1.06695556640625,load_complete_pipeline
5.136464766925201,1.06695556640625,load_complete_pipeline
5.186590785975568,1.06695556640625,load_complete_pipeline
5.236713742953725,1.06695556640625,load_complete_pipeline
5.2874395929975435,1.06695556640625,load_complete_pipeline
5.337789139943197,1.06695556640625,load_complete_pipeline
5.387919515022077,1.06695556640625,load_complete_pipeline
5.438122223014943,1.06695556640625,load_complete_pipeline
5.604096203926019,1.06695556640625,load_complete_pipeline
5.654300033929758,1.06695556640625,load_complete_pipeline
5.704477102030069,1.06695556640625,load_complete_pipeline
5.7546608209377155,1.49078369140625,load_complete_pipeline
5.80481164297089,1.49078369140625,load_complete_pipeline
5.8549714219989255,1.78765869140625,load_complete_pipeline
5.905111480969936,2.06109619140625,load_complete_pipeline
5.955236034933478,2.35211181640625,load_complete_pipeline
6.00537212996278,2.57672119140625,load_complete_pipeline
6.05552480800543,2.81304931640625,load_complete_pipeline
6.105653072008863,3.08258056640625,load_complete_pipeline
6.155809561023489,3.33843994140625,load_complete_pipeline
6.205928598996252,3.60406494140625,load_complete_pipeline
6.256084203952923,3.93218994140625,load_complete_pipeline
6.306267592939548,4.25250244140625,load_complete_pipeline
6.356425944948569,4.56304931640625,load_complete_pipeline
6.406549628940411,4.87359619140625,load_complete_pipeline
6.456703757983632,5.16656494140625,load_complete_pipeline
6.506841372931376,5.40093994140625,load_complete_pipeline
6.556984631926753,5.65875244140625,load_complete_pipeline
6.6364466429222375,5.85015869140625,load_complete_pipeline
6.689205014961772,6.01617431640625,load_complete_pipeline
6.739405573927797,6.01617431640625,load_complete_pipeline
6.789914930937812,6.01617431640625,load_complete_pipeline
6.840501467930153,6.01617431640625,load_complete_pipeline
7.179142590961419,6.01617431640625,load_complete_pipeline
7.229295564931817,6.01617431640625,load_complete_pipeline
7.279416873934679,6.01617431640625,load_complete_pipeline
7.329534452990629,6.01617431640625,load_complete_pipeline
7.379646465997212,6.01617431640625,load_complete_pipeline
7.429758906015195,6.01617431640625,load_complete_pipeline
7.47986826999113,6.01617431640625,load_complete_pipeline
7.530150628997944,6.01617431640625,load_complete_pipeline
7.580388345988467,6.01617431640625,load_complete_pipeline
7.6305003659799695,6.01617431640625,load_complete_pipeline
7.6806226739427075,6.01617431640625,load_complete_pipeline
7.730737593956292,6.01617431640625,load_complete_pipeline
7.780851322924718,6.01617431640625,load_complete_pipeline
7.830966052017175,6.01617431640625,load_complete_pipeline
7.8810789559502155,6.01617431640625,load_complete_pipeline
7.931200598948635,6.01617431640625,load_complete_pipeline
7.9813121350016445,6.01617431640625,load_complete_pipeline
8.03142646793276,6.01617431640625,load_complete_pipeline
8.0815479879966,6.01617431640625,load_complete_pipeline
8.1316601409344,6.01617431640625,load_complete_pipeline
8.181772034964524,6.01617431640625,load_complete_pipeline
8.231884639011696,6.01617431640625,load_complete_pipeline
8.281996909994632,6.01617431640625,load_complete_pipeline
8.33210797898937,6.01617431640625,load_complete_pipeline
8.382229011971503,6.01617431640625,load_complete_pipeline
8.43234062101692,6.01617431640625,load_complete_pipeline
8.482452749973163,6.01617431640625,load_complete_pipeline
8.532565088942647,6.01617431640625,load_complete_pipeline
8.582677123951726,6.01617431640625,load_complete_pipeline
8.632786638918333,6.01617431640625,load_complete_pipeline
8.682896991958842,6.01617431640625,load_complete_pipeline
8.733009640942328,6.01617431640625,load_complete_pipeline
8.783149429946207,6.01617431640625,load_complete_pipeline
8.833266654983163,6.01617431640625,load_complete_pipeline
8.883379610953853,6.01617431640625,load_complete_pipeline
8.933494432945736,6.01617431640625,load_complete_pipeline
8.983607813017443,6.01617431640625,load_complete_pipeline
9.033739925944246,6.01617431640625,load_complete_pipeline
9.083853379939683,6.01617431640625,load_complete_pipeline
9.133964529959485,6.01617431640625,load_complete_pipeline
9.184055608930066,6.01617431640625,load_complete_pipeline
9.234157728031278,6.01617431640625,load_complete_pipeline
9.28427499299869,6.01617431640625,load_complete_pipeline
9.334388791932724,6.01617431640625,load_complete_pipeline
9.384493018966168,6.01617431640625,load_complete_pipeline
